Year,Month,A,B,C,D,E,F,G
1945,12,15.3,16.0,11.0,10.5,9.2,7.9,9.4
1946,01,94.1,80.2,84.9,83.3,99.7,101.5,59.9
1946,02,136.0,186.8,139.8,123.2,120.0,128.7,91.2
1946,03,88.5,114.1,50.8,57.7,47.0,68.1,28.6
1946,04,76.6,78.5,44.7,51.0,41.6,44.5,19.9
1946,05,54.5,49.2,36.0,47.3,37.9,34.0,26.9
1946,06,80.4,99.9,65.9,60.1,58.9,49.0,38.3
1946,07,215.8,198.1,105.9,170.0,89.7,88.6,56.4
1946,08,133.6,127.9,58.3,72.9,44.4,53.0,29.0
1946,09,65.9,87.6,40.5,24.6,32.2,37.0,9.9
1946,10,106.7,136.7,61.4,64.4,40.6,43.7,24.7
1946,11,80.3,73.4,56.3,70.8,39.5,35.6,44.8
1946,12,107.4,134.8,55.4,40.7,36.2,57.2,18.5
1947,01,16.4,20.7,6.6,8.0,1.9,5.0,3.1
1947,02,47.2,49.4,35.8,37.0,37.5,48.6,26.2
1947,03,159.1,164.8,108.9,118.9,90.9,99.7,58.2
1947,04,46.9,45.2,30.7,25.1,27.5,37.2,15.8
1947,05,49.7,46.2,25.6,39.4,23.8,24.4,9.9
1947,06,142.9,134.0,65.9,103.7,72.7,72.8,39.6
1947,07,206.9,235.7,129.5,176.9,93.7,88.5,75.6
1947,08,132.1,138.1,82.2,102.7,62.3,56.4,41.7
1947,09,101.4,116.0,80.8,99.3,78.7,65.8,47.3
1947,10,165.6,207.3,124.8,137.4,120.1,126.7,78.6
1947,11,91.7,121.2,56.3,57.4,45.3,47.9,33.2
1947,12,155.1,209.3,137.4,135.6,119.1,113.9,76.7
1948,01,28.0,16.5,12.1,8.0,15.2,14.7,5.3
1948,02,80.6,82.2,70.1,82.8,39.2,38.9,46.0
1948,03,17.0,26.2,6.5,4.0,3.4,4.9,0.3
1948,04,99.1,166.5,104.1,64.2,77.3,56.0,45.4
1948,05,174.8,162.9,86.8,123.8,59.6,51.2,46.0
1948,06,84.5,103.3,81.5,101.1,82.3,68.3,65.6
1948,07,92.9,113.8,55.9,70.2,60.6,66.6,29.4
1948,08,95.7,85.8,35.0,50.4,25.4,32.7,13.9
1948,09,70.8,109.0,66.6,54.6,59.2,57.3,29.9
1948,10,167.7,177.6,88.0,109.8,77.6,87.7,61.0
1948,11,115.0,114.0,58.5,101.1,36.0,33.8,34.7
1948,12,70.8,93.3,53.1,51.1,36.3,56.4,43.3
1949,01,47.4,68.4,28.8,20.4,20.7,16.5,7.1
1949,02,47.8,51.3,63.4,51.9,129.4,117.6,64.5
1949,03,150.0,193.2,141.0,133.8,122.4,91.0,80.6
1949,04,39.7,48.4,24.4,25.2,8.4,8.6,7.4
1949,05,71.7,73.9,42.4,58.9,33.4,39.1,34.7
1949,06,69.2,71.8,37.1,35.7,28.8,35.5,23.7
1949,07,136.5,147.4,95.7,81.7,70.9,57.6,48.4
1949,08,57.7,56.2,31.6,38.7,23.8,27.1,14.0
1949,09,88.0,87.4,68.6,87.9,71.8,57.6,43.8
1949,10,188.6,196.5,158.5,189.3,154.7,123.6,108.4
1949,11,185.2,223.3,173.7,133.6,124.8,109.9,85.3
1949,12,27.5,48.5,18.3,15.6,9.7,9.0,6.4
1950,01,20.4,35.7,13.3,6.6,7.8,6.2,1.8
1950,02,93.7,90.3,75.8,86.5,99.2,116.6,66.1
1950,03,200.5,182.1,187.2,222.7,108.8,71.8,143.0
1950,04,46.5,27.8,48.0,42.6,58.0,61.0,43.7
1950,05,98.0,98.8,71.3,97.2,73.2,77.6,53.1
1950,06,52.0,60.8,28.1,30.9,26.3,32.4,23.1
1950,07,85.9,80.7,71.9,88.2,75.1,71.3,45.3
1950,08,88.6,110.4,69.4,53.0,65.0,78.3,31.1
1950,09,143.5,144.1,110.7,102.1,115.0,101.9,59.9
1950,10,130.2,140.7,83.7,112.4,73.2,67.1,50.5
1950,11,78.0,70.2,43.3,56.7,34.3,40.3,37.2
1950,12,93.0,110.5,58.3,50.2,38.2,42.1,23.2
1951,01,37.7,55.1,45.8,39.4,30.1,16.3,26.5
1951,02,64.6,83.5,80.1,43.5,156.7,131.1,94.3
1951,03,6.0,2.7,1.2,2.3,1.4,3.0,1.0
1951,04,178.9,214.4,107.9,104.3,59.2,72.8,30.6
1951,05,159.2,182.5,124.6,148.0,109.5,102.2,75.2
1951,06,93.4,92.9,101.9,111.5,114.0,77.2,94.2
1951,07,188.1,186.9,112.7,167.8,97.9,98.9,60.4
1951,08,178.9,173.3,109.1,114.6,84.6,81.4,57.8
1951,09,55.8,57.2,33.3,28.5,19.5,18.3,10.7
1951,10,143.4,153.0,86.1,93.1,64.8,74.8,39.6
1951,11,71.9,90.2,48.7,33.6,31.5,25.0,13.8
1951,12,76.5,95.4,41.8,32.0,26.8,34.9,12.1
1952,01,57.4,59.5,39.7,23.9,31.1,27.2,16.4
1952,02,23.6,34.8,17.3,6.2,18.0,34.4,5.1
1952,03,50.8,41.5,33.6,30.9,26.1,12.8,17.0
1952,04,156.0,143.4,95.8,115.1,71.2,66.5,60.6
1952,05,157.2,147.4,99.3,138.2,95.8,104.5,82.9
1952,06,292.7,311.2,153.4,183.9,134.3,120.4,86.4
1952,07,171.6,209.4,111.3,126.7,57.3,55.0,34.1
1952,08,110.8,123.5,69.7,77.7,62.0,76.7,31.4
1952,09,141.8,143.1,89.2,116.6,70.7,63.3,41.9
1952,10,179.6,220.5,110.6,121.2,79.5,101.7,66.7
1952,11,170.7,197.9,136.5,139.2,115.2,113.2,81.8
1952,12,116.1,153.6,72.2,54.6,40.0,46.2,27.3
1953,01,73.9,85.6,67.8,51.7,56.3,31.3,34.2
1953,02,38.4,56.3,30.2,22.4,19.9,18.2,14.6
1953,03,14.6,21.8,7.5,7.1,3.8,5.1,2.6
1953,04,37.4,58.4,32.1,23.8,30.1,34.7,21.7
1953,05,99.4,127.9,58.2,69.7,29.5,39.8,18.7
1953,06,153.6,169.0,106.9,151.9,81.1,84.6,60.1
1953,07,177.4,161.9,91.9,139.3,87.9,79.8,46.8
1953,08,173.9,179.3,119.6,130.7,97.3,82.3,70.5
1953,09,176.9,188.6,130.1,139.4,99.6,101.9,62.5
1953,10,181.1,215.5,118.8,119.0,63.9,56.2,53.8
1953,11,124.9,154.9,74.3,69.6,56.6,66.0,34.0
1953,12,50.4,66.3,31.3,18.6,27.8,36.7,7.9
1954,01,70.6,61.2,66.3,88.7,78.3,52.2,85.9
1954,02,39.0,63.9,29.9,9.1,24.1,25.6,12.6
1954,03,18.9,23.0,8.6,7.8,7.0,12.6,4.2
1954,04,103.9,104.3,65.2,81.6,66.0,76.8,45.2
1954,05,71.1,93.9,47.2,49.1,39.1,29.4,21.5
1954,06,132.2,105.1,58.6,100.0,50.4,56.0,33.5
1954,07,80.5,107.4,61.7,57.8,44.5,40.6,30.3
1954,08,139.8,141.3,100.0,118.5,83.5,69.0,57.6
1954,09,77.4,75.4,56.6,48.5,62.1,51.1,34.3
1954,10,77.1,97.0,63.6,61.6,59.3,57.6,37.1
1954,11,205.8,223.6,158.9,168.4,107.4,89.0,76.4
1954,12,167.1,164.0,148.4,193.1,158.1,138.9,101.6
1955,01,42.0,30.9,22.8,37.0,29.7,15.6,22.6
1955,02,103.9,101.9,101.2,115.1,93.5,86.0,109.1
1955,03,73.2,55.3,48.9,83.6,35.6,18.5,39.1
1955,04,45.6,65.4,22.0,18.2,9.9,18.9,5.7
1955,05,110.6,102.9,77.3,74.6,63.7,65.9,53.2
1955,06,153.5,179.3,125.4,144.1,131.6,112.9,79.2
1955,07,153.6,165.2,96.8,141.4,67.0,61.7,53.8
1955,08,285.6,256.3,170.0,222.3,170.6,157.9,85.2
1955,09,179.6,189.4,133.8,144.9,97.1,76.0,77.4
1955,10,177.4,151.0,106.0,157.8,85.2,67.5,66.2
1955,11,100.0,108.3,66.5,71.5,45.2,48.2,32.0
1955,12,123.7,176.2,80.9,73.2,36.9,40.9,23.1
1956,01,182.9,179.5,111.8,149.0,59.3,43.4,61.4
1956,02,9.9,4.1,4.7,14.0,7.3,3.7,11.2
1956,03,131.3,126.2,124.0,189.8,82.7,59.5,108.5
1956,04,259.5,224.3,147.1,216.9,118.1,101.2,77.9
1956,05,174.7,228.9,178.5,180.2,152.4,143.0,124.8
1956,06,187.4,181.8,94.1,151.4,101.2,93.6,69.7
1956,07,158.5,159.6,103.5,193.0,109.4,108.1,96.5
1956,08,197.1,221.4,116.6,123.1,80.3,77.1,40.9
1956,09,127.4,149.2,96.9,115.7,82.2,85.0,50.8
1956,10,141.4,199.7,125.1,121.4,89.3,75.3,90.5
1956,11,126.3,148.7,68.6,69.2,38.7,42.1,33.2
1956,12,40.6,60.2,25.6,21.3,12.4,20.0,5.0
1957,01,15.5,25.0,11.1,4.2,5.0,4.5,1.3
1957,02,44.6,50.2,35.6,37.4,37.3,56.7,39.5
1957,03,61.2,81.7,49.9,44.4,29.4,34.4,27.2
1957,04,82.6,77.4,42.5,51.2,32.7,32.6,19.6
1957,05,85.5,109.1,35.2,30.9,17.4,27.1,8.0
1957,06,122.5,104.1,97.1,164.6,102.6,77.4,75.9
1957,07,86.3,97.7,86.5,72.7,69.3,39.3,45.6
1957,08,71.8,84.4,53.9,53.2,39.3,43.8,25.8
1957,09,137.8,185.2,71.3,68.7,38.1,43.8,22.8
1957,10,139.2,151.1,80.8,80.8,52.9,64.1,35.7
1957,11,94.7,118.0,59.3,43.1,44.3,47.8,16.5
1957,12,83.8,101.1,43.9,52.9,32.6,33.7,24.2
1958,01,11.8,14.1,8.5,6.6,8.7,17.3,21.3
1958,02,89.3,95.2,65.5,54.2,51.5,28.9,35.0
1958,03,55.1,43.1,22.6,40.1,10.8,11.5,11.5
1958,04,17.6,23.7,17.1,12.4,18.1,14.3,6.9
1958,05,210.4,188.1,127.7,164.9,122.1,102.9,69.6
1958,06,48.2,56.1,27.8,22.3,19.5,14.3,8.7
1958,07,190.3,179.3,111.1,175.0,102.8,87.8,75.2
1958,08,243.7,270.8,172.9,221.9,140.9,142.1,108.1
1958,09,83.9,86.0,65.3,78.3,54.1,51.7,39.1
1958,10,181.7,199.3,117.2,132.5,91.2,90.4,76.8
1958,11,116.7,136.9,96.1,85.1,76.6,57.5,58.8
1958,12,44.8,81.3,30.9,13.2,17.1,19.5,8.0
1959,01,33.3,34.3,23.2,30.6,22.7,25.6,21.8
1959,02,84.1,82.4,56.4,68.1,51.5,54.3,28.9
1959,03,71.3,87.1,88.0,89.5,100.8,79.1,66.6
1959,04,66.5,43.9,33.7,50.9,19.7,17.8,23.6
1959,05,24.2,39.5,25.4,24.8,21.2,14.9,13.1
1959,06,92.7,113.8,64.1,64.8,60.0,59.9,40.0
1959,07,70.4,120.5,59.6,43.5,27.0,32.1,16.7
1959,08,143.0,140.5,72.6,94.1,59.0,64.6,35.1
1959,09,161.2,185.6,102.1,97.2,67.9,62.6,42.6
1959,10,80.7,76.8,52.7,62.7,66.0,56.4,69.3
1959,11,59.2,75.2,57.2,34.9,43.0,24.2,15.1
1959,12,67.3,111.9,62.1,36.3,55.9,59.9,38.6
1960,01,46.3,54.6,37.5,52.1,37.1,35.0,45.5
1960,02,43.9,68.8,41.0,27.0,38.4,49.4,25.8
1960,03,28.5,26.5,19.1,28.4,12.5,15.3,11.8
1960,04,169.0,240.0,113.7,100.2,80.3,101.4,40.8
1960,05,266.2,310.4,187.2,239.2,144.5,147.6,96.7
1960,06,77.8,100.7,56.4,58.7,52.6,64.8,26.8
1960,07,193.9,220.1,117.1,152.1,95.9,109.7,68.8
1960,08,121.7,136.2,95.7,86.0,65.7,68.3,48.8
1960,09,147.6,180.8,161.9,152.7,141.5,134.9,98.1
1960,10,77.3,92.5,37.8,43.8,24.0,23.7,14.4
1960,11,151.3,200.7,114.2,106.6,97.0,106.1,59.7
1960,12,33.1,40.8,31.8,40.9,27.0,33.3,30.3
1961,01,35.7,47.2,28.3,24.0,14.3,15.6,14.1
1961,02,28.4,41.7,28.1,18.9,28.4,25.6,16.1
1961,03,52.6,65.0,56.4,44.6,57.4,47.4,45.5
1961,04,128.4,130.0,81.1,107.4,72.7,84.2,52.8
1961,05,43.1,61.2,38.4,25.6,24.5,24.5,12.9
1961,06,119.0,140.7,103.7,88.9,80.6,74.4,41.5
1961,07,130.7,164.6,87.1,99.4,68.8,64.8,37.8
1961,08,119.6,127.3,88.7,112.1,47.3,46.8,41.1
1961,09,41.4,29.4,23.2,31.6,24.6,22.5,30.9
1961,10,92.1,96.0,52.8,56.1,38.6,55.1,20.6
1961,11,41.5,39.1,39.4,49.0,30.2,37.1,28.8
1961,12,51.7,49.7,32.7,34.4,56.2,70.1,38.9
1962,01,78.2,74.6,50.2,93.5,66.0,82.4,76.0
1962,02,32.8,37.2,22.1,21.9,18.1,23.2,7.3
1962,03,47.1,59.4,41.4,40.6,33.9,39.9,23.1
1962,04,32.5,29.4,16.0,27.2,14.5,15.0,10.2
1962,05,208.5,200.6,127.8,169.9,106.7,89.9,64.4
1962,06,166.7,153.7,77.5,118.0,75.8,88.0,45.1
1962,07,85.0,102.7,82.7,83.7,77.8,58.6,44.1
1962,08,133.7,163.8,98.9,103.8,73.1,66.4,55.6
1962,09,114.3,111.6,63.5,73.7,60.3,62.4,53.6
1962,10,117.3,120.0,64.9,73.8,80.3,73.3,31.8
1962,11,69.4,75.5,45.9,61.5,28.4,22.7,23.7
1962,12,70.2,84.6,52.1,67.8,33.8,27.2,39.9
1963,01,168.6,158.2,108.2,131.1,87.2,117.9,62.7
1963,02,26.6,28.7,17.1,28.2,16.3,30.0,9.9
1963,03,45.2,53.6,32.9,38.7,39.5,32.1,41.0
1963,04,17.0,9.6,11.1,9.1,21.8,12.4,14.5
1963,05,195.6,204.1,154.5,163.4,111.4,113.9,89.9
1963,06,94.0,106.3,94.6,124.3,81.5,67.9,75.4
1963,07,147.3,183.4,104.0,121.5,80.5,85.6,53.3
1963,08,123.4,112.4,69.2,118.4,56.3,63.6,42.3
1963,09,131.1,145.1,91.7,105.2,84.3,62.1,53.3
1963,10,95.6,111.2,77.2,86.7,57.2,60.9,53.5
1963,11,62.5,71.9,27.7,34.0,13.0,14.4,8.8
1963,12,50.6,63.4,44.2,34.8,22.9,14.4,22.3
1964,01,7.9,7.6,3.6,6.7,3.9,5.6,4.1
1964,02,64.5,97.5,50.1,32.7,32.8,41.6,12.8
1964,03,27.6,37.6,19.8,19.2,13.7,11.2,8.5
1964,04,88.1,92.6,96.1,76.0,95.0,78.8,75.8
1964,05,89.8,96.1,69.7,66.9,50.3,48.9,30.6
1964,06,170.8,185.6,118.2,162.0,104.9,77.7,62.9
1964,07,266.0,254.8,141.3,202.9,124.8,118.1,74.7
1964,08,143.4,176.7,78.3,89.0,59.3,69.9,34.4
1964,09,151.3,170.2,143.6,148.0,122.3,122.2,86.7
1964,10,152.2,147.0,113.9,145.3,102.0,102.7,88.7
1964,11,32.9,45.2,28.9,17.7,30.8,44.7,18.7
1964,12,92.9,157.1,79.1,48.1,48.9,65.9,22.9
1965,01,10.3,24.5,6.4,3.6,3.0,4.4,1.1
1965,02,6.3,8.0,2.5,2.6,0.6,0.6,0.7
1965,03,35.4,49.0,22.7,13.1,11.4,13.6,4.1
1965,04,100.6,122.3,71.0,46.1,50.3,46.3,18.8
1965,05,117.6,137.1,95.2,103.0,90.9,78.8,54.9
1965,06,38.8,39.0,21.7,22.1,29.2,39.3,17.4
1965,07,145.4,196.5,131.4,122.5,92.8,86.6,51.6
1965,08,144.3,159.6,110.2,134.5,103.8,98.4,66.0
1965,09,117.9,124.0,84.9,124.1,52.4,39.5,47.6
1965,10,53.0,40.5,21.7,46.2,15.5,20.2,13.8
1965,11,115.2,136.8,83.3,89.5,58.0,70.8,50.9
1965,12,69.8,87.3,76.6,81.5,85.0,58.2,58.0
1966,01,39.6,42.3,29.7,28.7,27.5,20.4,17.8
1966,02,65.1,76.1,61.9,71.8,65.0,74.8,29.8
1966,03,102.7,140.5,84.5,94.2,57.6,56.4,47.0
1966,04,68.9,88.7,41.7,23.7,22.5,24.6,9.9
1966,05,83.2,99.4,55.0,74.8,27.8,33.8,28.1
1966,06,65.4,66.2,35.4,46.6,25.7,28.3,22.2
1966,07,159.2,184.6,106.1,115.2,77.6,78.0,38.6
1966,08,137.1,184.6,116.8,122.0,100.3,97.1,58.7
1966,09,146.7,158.9,110.1,144.7,101.7,88.3,77.1
1966,10,109.5,98.8,70.6,92.0,55.8,66.6,51.2
1966,11,116.0,125.2,82.3,103.9,42.5,29.7,40.6
1966,12,227.5,203.2,148.3,237.1,125.8,90.1,95.9
1967,01,26.1,41.0,21.1,18.8,9.1,9.7,8.3
1967,02,13.4,17.1,9.9,13.5,1.9,3.6,2.8
1967,03,36.5,52.3,28.4,28.4,8.0,9.0,11.5
1967,04,27.4,38.1,21.4,15.3,10.3,10.9,6.5
1967,05,40.7,49.9,51.2,47.3,41.1,26.4,30.6
1967,06,57.8,79.4,78.4,63.9,58.1,37.7,49.0
1967,07,85.4,83.3,61.5,74.4,53.2,51.1,30.5
1967,08,164.1,193.9,109.6,121.2,79.9,67.0,50.7
1967,09,76.6,116.7,56.7,42.2,36.8,31.3,19.3
1967,10,54.1,46.5,29.7,50.6,16.4,14.1,17.6
1967,11,23.2,26.5,6.4,6.2,8.3,11.1,2.4
1967,12,66.6,94.7,38.2,26.5,28.0,36.2,11.1
1968,01,62.3,71.2,51.0,57.9,37.3,48.2,32.0
1968,02,3.9,1.6,0.5,0.1,0.7,3.7,0.9
1968,03,66.3,52.2,37.6,48.9,35.4,38.8,26.3
1968,04,170.9,161.8,117.1,144.7,71.4,77.7,65.5
1968,05,220.5,252.8,153.4,221.8,143.6,122.4,90.4
1968,06,144.9,161.2,108.8,122.1,106.8,94.1,72.1
1968,07,99.5,134.4,93.8,106.6,84.0,80.7,49.7
1968,08,175.0,169.9,114.8,132.4,114.3,103.1,69.7
1968,09,70.7,69.0,36.9,36.7,28.0,28.9,12.8
1968,10,188.9,185.7,79.6,113.8,61.8,65.1,36.9
1968,11,134.9,138.9,67.7,83.7,38.6,48.9,27.8
1968,12,86.0,65.4,50.8,68.5,48.9,41.8,43.2
1969,01,34.6,38.9,21.3,21.0,10.4,10.9,7.4
1969,02,85.9,93.3,78.4,78.1,76.8,59.5,78.8
1969,03,113.1,132.3,100.0,136.1,89.1,65.6,85.5
1969,04,79.2,62.7,50.6,56.5,30.5,21.9,36.2
1969,05,116.4,161.9,103.0,100.2,67.8,72.7,54.2
1969,06,76.1,52.4,31.0,33.8,21.2,14.1,16.5
1969,07,135.3,150.4,103.5,137.8,92.8,94.8,59.1
1969,08,77.6,76.9,42.9,52.4,46.1,55.5,37.0
1969,09,143.4,147.1,86.4,111.4,72.7,82.5,39.6
1969,10,55.2,52.4,29.2,43.8,20.3,13.2,19.4
1969,11,80.6,94.1,42.1,50.5,30.5,46.1,22.9
1969,12,78.4,109.2,57.4,53.8,36.5,34.5,28.5
1970,01,92.9,96.2,84.6,62.9,116.4,88.5,57.4
1970,02,18.9,22.7,12.5,5.9,9.3,3.2,10.4
1970,03,141.0,171.9,130.5,97.9,111.2,76.8,63.2
1970,04,181.7,179.4,124.4,147.0,100.1,89.6,75.9
1970,05,109.2,146.1,73.2,59.3,44.6,50.1,27.8
1970,06,106.1,112.5,68.6,90.5,53.5,56.4,43.9
1970,07,126.1,122.5,50.4,69.7,37.9,35.1,19.1
1970,08,228.4,227.5,130.7,166.4,86.0,81.9,63.6
1970,09,80.8,77.2,59.8,75.2,71.1,55.0,59.9
1970,10,49.3,70.8,31.8,21.1,26.9,31.0,10.4
1970,11,105.2,93.4,89.9,91.7,101.3,81.4,60.2
1970,12,72.9,120.1,68.5,46.2,51.8,42.8,26.5
1971,01,80.3,66.4,43.6,37.3,63.2,46.6,37.6
1971,02,80.7,74.2,64.7,48.4,65.9,83.3,43.4
1971,03,29.3,32.8,24.0,24.4,17.3,21.8,28.1
1971,04,136.5,152.7,98.1,117.7,85.4,88.7,52.4
1971,05,202.4,212.3,121.8,145.4,96.4,82.0,43.8
1971,06,118.4,143.7,75.6,75.7,68.3,71.1,30.4
1971,07,55.6,75.1,44.6,65.4,43.9,43.6,31.0
1971,08,98.0,92.8,58.8,98.3,55.1,48.2,38.3
1971,09,142.7,145.3,70.4,80.9,67.7,73.3,35.4
1971,10,179.8,201.2,91.2,83.6,83.3,86.2,31.2
1971,11,142.3,166.8,131.1,155.2,96.9,81.0,98.4
1971,12,70.4,101.7,76.8,49.1,93.4,60.7,46.7
1972,01,69.6,62.0,43.7,39.2,35.2,39.3,26.9
1972,02,78.2,124.3,106.6,68.0,132.8,126.5,91.8
1972,03,10.8,16.8,25.1,19.1,23.0,22.9,8.5
1972,04,84.5,110.9,51.9,50.2,42.9,62.7,26.1
1972,05,58.1,60.4,39.8,44.3,31.5,32.3,18.4
1972,06,49.2,39.2,29.0,36.9,32.3,36.9,14.3
1972,07,142.2,136.2,65.9,87.7,54.1,65.4,25.5
1972,08,118.2,118.2,70.9,91.6,71.9,66.0,49.8
1972,09,51.0,57.0,36.3,21.9,37.4,30.5,15.4
1972,10,70.3,97.1,43.5,31.4,39.5,45.1,14.9
1972,11,72.9,85.3,45.9,39.8,31.9,45.8,30.7
1972,12,3.3,4.4,1.8,4.9,0.4,1.0,3.6
1973,01,113.5,98.8,75.5,89.0,79.5,79.0,56.3
1973,02,250.7,265.4,219.9,209.4,203.0,206.8,159.2
1973,03,96.2,101.6,54.2,65.8,25.9,34.1,38.3
1973,04,111.1,106.2,80.9,133.2,76.8,59.8,73.3
1973,05,109.1,144.0,80.1,107.3,85.0,86.1,63.2
1973,06,122.7,142.6,109.2,133.0,129.7,108.3,86.4
1973,07,90.7,99.6,72.7,102.8,63.6,61.2,50.4
1973,08,189.1,198.2,142.8,164.6,112.6,89.2,107.7
1973,09,169.4,154.0,109.2,127.7,112.8,93.9,63.5
1973,10,165.1,178.0,139.2,163.6,122.3,121.2,117.7
1973,11,77.0,84.7,48.8,44.4,43.2,47.7,39.5
1973,12,105.7,132.2,90.3,104.4,63.9,59.4,49.9
1974,01,109.9,106.0,82.0,137.4,88.1,79.6,133.5
1974,02,48.0,50.9,38.6,40.5,35.8,50.4,35.4
1974,03,35.5,60.6,47.7,27.2,65.2,41.8,38.3
1974,04,196.1,251.6,203.0,213.4,135.4,109.1,125.7
1974,05,166.0,167.9,149.0,156.8,130.8,101.3,101.2
1974,06,58.6,53.9,29.1,37.4,25.2,23.7,13.0
1974,07,229.0,199.7,119.1,161.3,97.5,88.2,58.0
1974,08,176.9,181.7,97.6,128.6,87.3,88.0,60.3
1974,09,157.3,181.9,114.5,120.9,102.1,93.1,69.8
1974,10,165.4,186.1,126.3,132.1,108.1,83.6,78.7
1974,11,110.0,111.6,77.6,69.3,38.6,22.1,28.6
1974,12,45.8,72.3,24.7,22.1,17.7,24.4,8.6
1975,01,49.1,47.3,28.0,37.7,23.8,27.4,18.5
1975,02,29.8,20.2,13.7,30.2,6.4,4.0,9.2
1975,03,69.4,75.7,46.8,52.9,48.8,59.2,35.7
1975,04,47.7,47.8,23.5,21.0,14.5,12.9,7.4
1975,05,158.1,140.6,79.6,122.3,63.3,61.5,43.2
1975,06,73.9,76.9,39.2,29.2,26.3,24.8,6.6
1975,07,135.3,140.9,93.5,121.5,93.4,90.9,56.2
1975,08,194.1,234.5,138.8,171.2,99.6,84.7,71.3
1975,09,196.1,201.3,151.8,180.9,140.2,137.1,99.1
1975,10,201.8,238.3,187.1,221.2,196.9,188.6,155.9
1975,11,80.5,98.8,49.4,46.1,38.3,42.9,20.3
1975,12,165.0,164.8,113.4,178.8,65.0,50.8,90.3
1976,01,32.2,40.0,34.5,29.6,19.7,11.2,24.7
1976,02,24.2,15.0,16.0,29.9,39.2,49.9,23.7
1976,03,37.6,39.3,22.9,17.1,23.2,26.5,10.5
1976,04,28.3,37.5,21.2,13.2,11.6,8.8,4.9
1976,05,43.8,45.0,20.2,25.8,18.3,21.6,7.8
1976,06,104.1,119.8,65.3,54.8,55.3,60.2,19.6
1976,07,63.1,77.3,46.6,53.0,29.3,30.6,24.0
1976,08,166.0,195.3,81.8,84.7,58.0,55.8,25.4
1976,09,126.6,149.0,97.3,87.5,80.7,80.3,46.3
1976,10,119.8,118.7,81.8,87.2,64.2,49.3,47.2
1976,11,120.4,151.9,112.0,86.1,100.7,84.3,61.2
1976,12,67.6,82.4,39.7,41.5,40.6,57.5,23.3
1977,01,62.3,88.4,64.4,44.9,46.1,27.0,25.2
1977,02,71.9,55.9,59.8,75.4,52.9,37.3,38.6
1977,03,60.9,68.3,44.0,46.5,37.4,38.0,19.6
1977,04,74.4,105.1,76.7,39.0,44.3,39.2,28.1
1977,05,118.4,138.4,75.7,95.2,65.9,76.8,42.4
1977,06,180.1,277.6,165.5,150.2,100.9,118.9,58.8
1977,07,119.9,152.4,67.6,60.5,41.2,45.5,17.8
1977,08,69.7,69.0,32.3,38.2,36.2,34.7,14.9
1977,09,54.3,61.5,53.4,36.4,40.0,33.6,32.3
1977,10,40.7,49.6,27.6,22.2,21.8,25.6,16.8
1977,11,48.4,51.9,34.4,28.5,37.6,34.6,20.1
1977,12,22.6,40.2,16.5,8.7,6.8,13.4,5.4
1978,01,82.3,90.1,88.3,92.0,53.6,23.3,39.2
1978,02,36.8,44.7,17.5,14.6,8.7,13.3,4.2
1978,03,89.8,76.6,60.4,77.9,46.5,36.9,49.0
1978,04,79.7,96.1,61.3,58.1,55.1,55.3,37.1
1978,05,115.0,120.7,90.4,100.9,84.8,81.8,64.1
1978,06,144.4,110.1,80.5,96.1,86.6,54.6,54.9
1978,07,148.5,158.9,101.8,127.0,99.5,88.2,75.2
1978,08,128.9,166.4,102.8,111.9,84.3,82.6,42.4
1978,09,154.4,170.0,122.3,122.3,94.5,69.8,72.3
1978,10,82.1,105.9,62.6,56.9,51.2,56.6,31.4
1978,11,147.5,165.9,111.8,135.3,88.3,84.1,67.7
1978,12,118.1,188.6,98.4,86.5,54.5,55.6,38.6
1979,01,48.3,61.2,45.1,39.1,52.2,56.8,41.7
1979,02,23.2,27.3,17.9,5.8,49.6,37.9,18.9
1979,03,46.7,42.3,18.9,30.4,9.4,13.6,7.6
1979,04,93.0,98.9,64.2,58.8,57.7,44.1,35.3
1979,05,84.1,115.0,78.4,87.3,68.8,82.0,51.3
1979,06,69.8,77.6,47.9,60.1,40.2,35.6,31.2
1979,07,65.9,66.7,36.5,44.0,35.1,40.6,14.0
1979,08,163.0,188.0,131.8,131.8,105.1,84.5,82.2
1979,09,191.9,186.4,154.7,187.1,136.3,123.6,96.2
1979,10,147.2,166.5,111.1,111.1,101.2,93.3,56.0
1979,11,70.0,63.5,48.3,63.9,30.9,30.9,29.1
1979,12,25.1,30.9,9.8,6.4,7.1,11.4,1.8
1980,01,41.8,43.2,45.4,37.7,35.6,27.0,20.5
1980,02,7.0,11.1,6.3,5.2,6.6,3.8,1.1
1980,03,39.6,38.7,30.3,33.2,18.7,10.1,16.9
1980,04,118.0,138.9,108.5,105.1,92.8,86.5,68.2
1980,05,64.1,84.5,45.0,53.2,31.7,48.9,27.3
1980,06,142.3,212.3,96.9,99.5,80.2,73.6,49.7
1980,07,154.9,170.9,94.7,136.1,64.7,62.1,44.5
1980,08,133.7,140.3,73.3,96.1,70.2,79.6,38.6
1980,09,138.1,130.5,63.6,69.7,52.5,50.4,23.8
1980,10,115.0,136.6,100.9,95.3,84.7,85.7,58.9
1980,11,67.8,73.3,37.1,39.7,30.6,30.0,17.7
1980,12,113.5,136.2,79.6,92.6,59.2,55.7,45.1
1981,01,73.6,46.1,42.5,86.6,47.0,41.9,47.1
1981,02,32.8,20.0,19.7,31.2,13.4,14.2,17.9
